url_length,at_symbol,sensitive_words_count,path_length,isHttps,nb_dots,nb_hyphens,nb_and,nb_or,nb_www,nb_com,nb_underscore,target,y_true,score,y_pred,action
73,0,0,52,1,5,5,0,0,0,1,0,0,1,0.9999998988861678,1,BLOCK
73,0,0,0,1,5,0,0,0,0,0,0,1,1,0.9999914929145316,1,BLOCK
36,0,0,4,0,1,0,0,1,0,1,0,1,0,0.9630932977683357,1,BLOCK
73,0,1,0,0,5,10,0,0,0,0,0,1,1,0.9990995513380604,1,BLOCK
66,0,0,0,1,6,3,0,0,0,1,0,1,1,0.9972215229852176,1,BLOCK
74,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
36,0,0,0,1,2,0,0,0,0,0,0,0,1,0.9999999981195005,1,BLOCK
44,0,0,0,0,2,1,0,0,1,0,0,0,1,0.9999999999810749,1,BLOCK
56,0,1,0,1,6,0,0,0,0,0,0,1,1,0.9998148747390784,1,BLOCK
74,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
75,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,0,0,0,8,0,0,1,1,0,0,0,1,0.9999928510521645,1,BLOCK
29,0,0,0,0,2,0,0,0,1,1,0,0,1,0.9999999968516697,1,BLOCK
73,0,0,55,0,4,1,0,0,0,1,0,0,1,0.9999997140941135,1,BLOCK
73,0,0,0,0,5,0,0,0,0,1,0,0,1,0.9999992562167076,1,BLOCK
74,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
38,0,1,0,0,1,0,0,0,0,0,0,1,0,0.09854427180021909,0,ALLOW
29,0,1,0,0,1,1,0,0,0,0,0,0,1,0.999999999981448,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,0,0,0,4,1,0,0,0,0,0,1,1,0.9999962457378799,1,BLOCK
68,0,0,4,1,5,4,0,1,0,1,0,1,1,0.9999997191222684,1,BLOCK
73,0,0,0,0,4,3,0,0,0,0,0,1,1,0.9999654519437751,1,BLOCK
69,0,2,0,0,6,0,0,0,0,0,0,1,1,0.9950252042202121,1,BLOCK
61,0,2,29,0,6,0,0,0,0,1,0,1,1,0.023330275093818246,0,ALLOW
75,0,0,0,1,5,0,0,0,0,0,1,1,0,4.938308929037369e-06,0,ALLOW
69,0,0,0,1,5,4,0,1,0,1,0,1,1,0.9999909967287981,1,BLOCK
73,0,0,38,0,5,0,0,1,0,1,0,0,1,0.9999999984506593,1,BLOCK
73,0,0,0,0,5,0,0,0,0,1,0,0,1,0.9999992562167076,1,BLOCK
23,0,0,0,1,1,0,0,0,0,0,0,0,1,0.9999999893549513,1,BLOCK
49,0,0,22,1,4,0,0,0,0,1,0,0,1,0.9999997165791343,1,BLOCK
24,0,0,0,0,2,0,0,1,0,0,0,0,1,0.99999999999139,1,BLOCK
73,0,0,0,1,5,0,0,0,0,0,0,1,1,0.9999914929145316,1,BLOCK
22,0,0,1,1,2,0,0,0,1,1,0,0,1,0.9999999999499265,1,BLOCK
17,0,0,0,1,2,0,0,0,1,0,0,0,1,0.9999999989931814,1,BLOCK
73,0,0,30,0,5,0,0,1,0,1,0,0,1,0.9999999917806878,1,BLOCK
73,0,1,0,0,6,3,0,0,0,0,0,1,1,0.9999573343014211,1,BLOCK
75,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
21,0,0,0,0,1,0,0,1,0,0,0,1,1,0.9982032930506949,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
73,0,0,0,0,6,0,0,0,0,0,0,0,1,0.9995560207514148,1,BLOCK
50,0,0,22,0,4,0,0,0,0,1,0,0,1,0.9999999999138267,1,BLOCK
75,0,0,0,1,5,1,0,0,0,0,1,1,0,4.889302047905676e-06,0,ALLOW
73,0,0,0,0,8,1,0,0,0,0,0,1,1,0.9952107947892367,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
63,0,0,0,1,7,0,0,0,1,0,0,1,1,0.9981401636541111,1,BLOCK
18,0,0,0,1,1,0,0,0,0,0,0,0,1,0.9999999967290198,1,BLOCK
73,0,0,55,0,6,0,0,1,0,1,0,0,1,0.9999997549240071,1,BLOCK
74,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
32,0,0,12,0,1,0,0,0,0,2,0,0,1,0.9999982753765517,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
66,0,0,0,0,7,0,0,0,0,0,3,0,1,0.9999997053652228,1,BLOCK
73,0,0,47,0,5,0,0,0,0,1,0,1,1,0.9999792768783675,1,BLOCK
31,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9995201385682013,1,BLOCK
68,0,0,38,0,5,0,0,0,0,1,0,0,1,0.9999999988279804,1,BLOCK
69,0,0,0,0,7,0,0,0,1,0,0,0,1,0.9999999624037889,1,BLOCK
19,0,0,0,1,1,0,0,0,0,0,0,1,1,0.9987502315981424,1,BLOCK
73,0,0,44,0,5,1,0,0,0,1,0,1,1,0.9999999835449143,1,BLOCK
73,0,0,49,0,4,2,0,1,0,1,0,1,1,0.9999999970450189,1,BLOCK
65,0,0,43,0,5,0,0,0,1,1,0,0,1,0.999998832838285,1,BLOCK
73,0,0,0,0,5,1,0,0,0,0,0,0,1,0.9999979998364782,1,BLOCK
60,0,0,0,1,5,5,0,1,0,0,0,1,1,0.9996696930428045,1,BLOCK
56,0,1,0,1,6,0,0,0,0,0,0,1,1,0.9998148747390784,1,BLOCK
38,0,0,0,0,3,0,0,1,1,0,0,0,1,0.9999999918646899,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
74,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
74,0,0,38,0,5,0,0,0,0,1,0,1,0,4.411835434713157e-06,0,ALLOW
16,0,0,0,1,1,0,0,0,0,0,0,0,1,0.9999999967290198,1,BLOCK
73,0,0,37,0,5,0,0,0,0,1,0,0,1,0.9999999974561276,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,0,50,0,5,2,0,1,0,1,0,0,1,0.9999999998642748,1,BLOCK
56,0,1,0,1,6,0,0,0,0,0,0,1,1,0.9998148747390784,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
26,0,0,0,0,1,0,0,1,0,0,0,0,1,0.9999999999998708,1,BLOCK
73,0,0,44,0,5,1,0,0,0,1,0,1,1,0.9999999835449143,1,BLOCK
73,0,0,52,0,5,3,0,0,1,1,2,0,1,0.9999937972819427,1,BLOCK
73,0,0,0,1,5,0,0,0,0,1,0,1,1,0.9999855419245538,1,BLOCK
24,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0001933721962172905,0,ALLOW
66,0,1,14,1,8,0,0,0,0,1,0,1,0,3.174582349329104e-06,0,ALLOW
65,0,0,40,0,6,0,0,0,1,2,0,0,1,0.9999911098151877,1,BLOCK
29,0,0,4,0,1,0,0,0,0,1,0,1,0,0.15126205882211316,0,ALLOW
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,1,31,0,6,0,0,0,0,1,1,0,1,0.9999999997333553,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
69,0,0,0,1,5,4,0,1,0,0,0,1,1,0.9999817507097502,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
74,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
73,0,0,0,0,5,2,0,0,0,0,0,0,1,0.9999900226630621,1,BLOCK
73,0,0,0,0,4,0,0,0,0,0,0,1,1,0.9999951252858565,1,BLOCK
54,0,0,25,0,5,0,0,0,0,1,0,1,0,0.9645028511180677,1,BLOCK
73,0,0,51,1,4,3,0,1,0,3,0,0,1,0.999998269420745,1,BLOCK
65,0,1,44,0,8,0,0,0,0,1,0,0,1,0.9999997051451303,1,BLOCK
73,0,0,0,1,6,0,0,0,0,0,0,0,1,0.010806746879608487,0,ALLOW
73,0,0,30,1,5,0,0,0,0,2,1,0,1,0.9999998047080663,1,BLOCK
74,0,0,38,0,5,0,0,0,0,1,0,1,0,4.411835434713157e-06,0,ALLOW
73,0,0,54,1,5,0,0,1,1,1,0,0,1,0.9995259108113318,1,BLOCK
26,0,0,0,0,2,0,0,0,0,1,0,0,1,0.99999999462142,1,BLOCK
73,0,0,0,1,5,0,0,0,0,0,1,1,1,0.9999940535512407,1,BLOCK
73,0,0,29,0,7,1,0,0,2,2,0,0,1,0.9999992962378198,1,BLOCK
49,0,0,0,1,7,0,0,0,0,0,0,0,1,0.0010453377539335839,0,ALLOW
27,0,0,0,1,2,0,0,1,0,0,0,0,1,0.9999999922169845,1,BLOCK
73,0,0,0,0,4,6,0,0,0,0,0,1,1,0.9999792109442691,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
73,0,0,0,0,4,0,0,0,0,0,0,1,1,0.9999951252858565,1,BLOCK
28,0,0,8,1,1,0,0,0,0,1,0,0,1,0.9999998898615651,1,BLOCK
69,0,0,0,1,5,4,0,1,0,0,0,1,1,0.9999817507097502,1,BLOCK
73,0,0,0,1,6,0,0,1,0,0,0,0,1,0.20511196066135332,0,ALLOW
74,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
75,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,0,28,0,6,1,0,1,0,1,0,0,1,0.9999999969548918,1,BLOCK
27,0,0,0,0,2,0,0,0,1,0,0,1,1,0.9272897115590027,1,BLOCK
74,0,0,40,0,4,0,0,0,0,1,0,1,0,4.3808073659511045e-05,0,ALLOW
23,0,0,1,1,2,0,0,0,1,1,0,0,1,0.9999999984012335,1,BLOCK
74,0,0,0,1,5,1,0,0,0,0,1,1,0,4.889302047905676e-06,0,ALLOW
73,0,0,49,0,4,0,0,0,0,1,2,1,1,0.999999989003418,1,BLOCK
26,0,0,5,0,1,0,0,0,0,1,0,0,1,0.9999510867120902,1,BLOCK
37,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9880152285613202,1,BLOCK
73,0,0,52,0,5,0,0,0,0,1,0,0,1,0.9998792923115526,1,BLOCK
25,0,0,0,0,1,0,0,1,0,0,0,0,1,0.9999999999996927,1,BLOCK
73,0,0,51,0,5,0,0,0,1,1,0,0,1,0.9994382796842421,1,BLOCK
70,0,0,0,1,5,4,0,1,0,1,0,1,0,0.04359292001627806,0,ALLOW
50,0,0,19,1,5,1,0,0,1,1,0,0,1,0.9999999960117587,1,BLOCK
62,0,1,43,0,8,0,0,0,0,1,0,1,0,0.015212378062708433,0,ALLOW
26,0,0,3,1,3,0,0,0,1,1,0,0,1,0.9999404361568098,1,BLOCK
25,0,0,1,1,2,0,0,0,1,1,0,1,1,0.9071227886744981,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
75,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
34,0,0,0,0,2,0,0,0,0,1,0,0,1,0.9999994497418242,1,BLOCK
25,0,0,0,0,1,0,0,1,0,0,0,0,1,0.9999999999996927,1,BLOCK
31,0,0,0,1,2,0,0,0,1,1,0,0,1,0.999999997515278,1,BLOCK
73,0,1,37,0,5,0,0,0,0,2,1,0,1,0.999999991001243,1,BLOCK
73,0,0,49,0,6,0,0,0,0,1,2,0,1,0.9999999997312246,1,BLOCK
42,0,0,15,0,2,0,0,0,0,1,0,0,1,0.9999999084506149,1,BLOCK
42,0,0,0,0,4,0,0,0,0,0,0,0,1,0.9999996179411256,1,BLOCK
72,0,0,48,0,5,2,0,0,0,1,0,0,1,0.9999999916097077,1,BLOCK
26,0,0,0,0,1,1,0,0,0,0,0,1,1,0.9982667597880895,1,BLOCK
74,0,0,38,0,5,0,0,0,0,1,0,1,0,4.411835434713157e-06,0,ALLOW
66,0,0,0,1,7,0,0,2,0,0,0,0,1,0.9996063174568851,1,BLOCK
21,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9985771673964626,1,BLOCK
73,0,0,0,0,5,1,0,0,0,0,0,0,1,0.9999979998364782,1,BLOCK
71,0,1,0,0,6,2,0,1,1,0,0,0,1,0.9998992807056877,1,BLOCK
73,0,0,37,0,6,0,0,0,0,1,0,0,1,0.9999999708923937,1,BLOCK
73,0,0,0,0,5,1,0,0,0,0,3,0,1,0.999999741079302,1,BLOCK
31,0,0,0,1,2,1,0,0,0,0,0,0,1,0.9999999996160451,1,BLOCK
73,0,0,44,0,5,0,0,1,0,1,1,0,1,0.9999999967343889,1,BLOCK
73,0,1,46,0,5,0,0,0,0,1,0,0,1,0.9999998129155993,1,BLOCK
73,0,0,47,0,5,0,0,0,0,1,0,0,1,0.9999999935165111,1,BLOCK
25,0,0,2,1,1,0,0,0,0,1,0,1,0,0.3266908999227087,0,ALLOW
13,0,0,0,1,3,0,0,0,0,0,0,1,0,0.9999875435642858,1,BLOCK
74,0,0,0,1,5,1,0,0,0,0,0,1,0,3.591026890863533e-06,0,ALLOW
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
